id,track_id,tag
234,TRHHFAP12903CE1E19,"['empowering', 'revolutionary', 'poignant', 'yearning', 'reggae', 'confident', 'earnest', 'contemporary reggae', 'romantic', 'hypnotic', 'wistful', 'smooth', 'intimate', 'reflective', 'street smart', 'plaintive', 'restrained', 'bittersweet']"
237,TRLNYTI128F932FE74,['pop']
238,TROXRTC128E0791D30,"['classic rock', 'romantic', 'canadian', 'pop', '80s', 'rock']"
241,TREQPOX128F42698E6,['latin']
243,TRTLIIT128F4255807,"['brazilian', 'jazz', 'brasil', 'latin', 'bossa nova', 'world']"
244,TRTTIET128F1459A0E,"['alternative indie rock', 'sentimental', 'pop rock', 'britpop', 'strong', 'alternative', 'alternative pop rock', 'post grunge']"
249,TRWKDER128F92D5288,"['adult alternative pop rock', 'epic', 'energetic', 'alternative indie rock', 'sentimental', 'bright', 'pop rock', 'yearning', 'passionate', 'amiable good natured', 'earnest', 'romantic', 'contemporary pop rock', 'wistful', 'heartache', 'reflective', 'rock', 'bittersweet']"
250,TRFEGQK128F428AEA6,['hip hop']
254,TRYWMQK128F92F988D,['hardcore']
255,TRHRUFL128F42B3ABE,"['international', 'blues', 'brazilian traditions']"
257,TRAMJKW128F427AF3B,"['hip hop', 'acid jazz', 'jazz', 'lounge']"
259,TRISAMI128F149FF91,"['electronic', 'trance']"
262,TRDMHRA128F9337982,['world']
264,TRZNNUH12903CDDF6B,"['progressive rock', 'pop rock', 'beautiful', 'chillout', 'piano', 'psychedelic', 'progressive', 'sad']"
265,TRENXLG128F9311B1A,"['aggressive', 'energetic', 'outrageous', 'rap', 'pop rock', 'confident', 'dance pop', 'electronic', 'hip hop', 'sexual', 'drinking', 'party rap', 'freewheeling', 'brash', 'pop', 'rousing', 'boisterous', 'club', 'tgif', 'celebratory', 'playful', 'club dance', 'partying', 'volatile', 'girls night out', 'rambunctious', 'guys night out']"
269,TRBXPUW128EF35643B,"['sentimental', 'refined', 'soul', 'exuberant', 'poignant', 'yearning', 'passionate', 'in love', 'earnest', 'delicate', 'deep soul', 'romantic', 'earthy', 'sensual', 'wistful', 'dramatic', 'rousing', 'joyous', 'rnb', 'slow dance', 'new love', 'intimate', 'reflective', 'plaintive', 'southern soul', 'organic', 'bittersweet']"
271,TRPGJLN12903CF9E42,"['bitter', 'aggressive', 'confrontational', 'empowering', 'night driving', 'pop rock', 'scandinavian metal', 'menacing', 'harsh', 'reckless', 'visceral', 'ominous', 'brooding', 'hostile', 'heavy metal', 'death metal', 'angst ridden', 'gloomy', 'nihilistic', 'malevolent', 'volatile', 'eerie', 'fiery', 'angry', 'bleak']"
276,TROMMET128F147A02F,"['aggressive', 'alternative indie rock', 'day driving', 'exuberant', 'punk rock', 'pop rock', 'passionate', 'swaggering', 'punk revival', 'reflection', 'goth rock', 'cathartic', 'punk', 'alternative', 'lively', 'wintry', 'winter', 'dramatic', 'rousing', 'alternative pop rock', 'emo', 'reflective', 'alternative rock', 'stylish', 'provocative', 'tense anxious', 'rock', 'bittersweet']"
277,TRTIXXC128F42649FB,['folk']
278,TRNBQGJ128F933782A,"['punk rock', 'hardcore punk', '00s', 'hardcore']"
282,TRTPDCN128F4248484,"['aggressive', 'solitude', 'elaborate', 'pop rock', 'menacing', 'trippy', 'urgent', 'harsh', 'whimsical', 'sprawling', 'quirky', 'visceral', 'freedom', 'brash', 'screamo', 'hostile', 'rousing', 'heavy metal', 'death metal', 'metalcore', 'complex', 'hardcore', 'playful', 'enigmatic', 'volatile', 'fiery', 'mischievous', 'theatrical', 'guys night out', 'unsettling']"
283,TRYJUCU128F93145BA,"['adult alternative pop rock', 'energetic', 'alternative indie rock', 'ironic', 'bright', 'pop rock', 'confident', 'beautiful', '90s', 'whimsical', 'freewheeling', 'alternative', 'wry', 'rousing', 'alternative pop rock', 'college rock', 'playful', 'rambunctious', 'acoustic']"
285,TRNXPYA128F422AA41,"['alternative', 'rock']"
291,TRQBGDT128F423C82A,"['sentimental', 'modern creative', 'post bop', 'avant garde jazz', 'jazz', 'jazz instrument', 'guitar jazz', 'dreamy']"
292,TRWPTXM12903CDDF10,"['detached', 'pop rock', 'ominous', 'brooding', 'heavy metal', 'progressive metal', 'power metal', 'late night', 'scary music', 'nocturnal', 'eerie']"
296,TREJGTV12903CFCDE8,"['alternative indie rock', 'searching', 'pop rock', 'passionate', 'amiable good natured', 'americana', 'contemporary folk', 'delicate', 'gentle', 'contemporary singer songwriter', 'wistful', 'alternative country rock', 'literate', 'intimate', 'reflective', 'elegant', 'folk', 'rock', 'bittersweet', 'sparse']"
297,TRBAIKQ128F42926AC,"['international', 'pop']"
298,TRLJRXY12903CA5BB6,"['detached', 'calm peaceful', 'soft quiet', 'electronic', 'laid back mellow', 'trippy', 'delicate', 'innocent', 'chillout', 'gentle', 'hypnotic', 'techno', 'electronica', 'druggy', 'soothing', 'ethereal', 'ambient techno', 'ambient', 'restrained', 'eerie']"
299,TRXIFOE12903CD41A5,"['soul', 'classic rock', 'freedom', 'british', 'gospel', '70s', 'rock', 'sad', 'party']"
305,TRYSATJ128F9331328,['rnb']
311,TRNUIKJ128F92F67D4,"['contemporary christian', 'pop rock', 'ccm', 'adult contemporary', 'religious', 'gospel', 'christian', 'contemporary gospel']"
316,TRTNJMJ128F425CC6D,"['power pop', 'pop', 'rock']"
317,TRXJTVJ128F428EF3B,"['energetic', 'exuberant', 'pop rock', 'confident', 'dance pop', 'disco', 'electronic', 'eurodance', 'euro dance', 'romantic', 'gentle', 'freewheeling', 'fun', 'pop', 'dramatic', 'europop', 'rnb', '80s', 'euro pop', 'synthpop', 'celebratory', 'dance', 'playful', 'club dance', 'stylish', 'gleeful', 'carefree']"
318,TRZMJRD128F145ACFA,"['aggressive', 'empowering', 'exuberant', 'rowdy', 'pop rock', 'passionate', 'swaggering', 'motivation', 'freewheeling', 'rousing', 'heavy metal', 'power metal', 'victory', 'campy', 'indulgent', 'fiery', 'theatrical', 'guys night out']"
325,TRZCVXK12903CFEB0E,"['sophisticated', 'alternative indie rock', 'sentimental', 'lush', 'calm peaceful', 'pop rock', 'amiable good natured', 'springlike', 'sweet', 'laid back mellow', 'earnest', 'happy', 'female vocalists', 'romantic', 'innocent', 'gentle', 'reminiscing', 'indie', 'indie pop', 'wistful', 'warm', 'alternative pop rock', 'soothing', 'mellow', 'intimate', 'stylish', 'summery', 'pastoral', 'cheerful', 'bittersweet']"
331,TRXMDBJ128F92E06E8,"['soul', 'rnb']"
333,TRJFVBR128F14952B1,"['energetic', 'sophisticated', 'contemporary christian', 'refined', 'passionate', 'amiable good natured', 'precious', 'laid back mellow', 'earnest', 'reflection', 'delicate', 'introspection', 'gentle', 'cathartic', 'melancholy', 'wistful', 'alternative ccm', 'religious', 'christian rock', 'gospel', 'literate', 'autumnal', 'intimate', 'reflective', 'restrained', 'stylish', 'christian', 'autumn', 'cerebral', 'bittersweet']"
337,TRSPESE12903CDD599,"['alternative indie rock', 'industrial metal', 'pop rock', 'industrial', 'heavy metal', 'death metal', 'grindcore']"
338,TRLICMN128F425A004,"['punk rock', 'hardcore punk', 'punk', 'surf rock', '80s', '70s', 'hardcore']"
346,TRFEKNV128E07818C0,"['energetic', 'witty', 'exuberant', 'progressive house', 'bright', 'pop rock', 'confident', 'electronic', 'earnest', 'trippy', 'humorous', 'hypnotic', 'freewheeling', 'sensual', 'electronica', 'house', 'fun', 'rousing', 'joyous', 'exercise workout', 'boisterous', 'club', 'celebratory', 'playful', 'club dance', 'partying', 'stylish']"
348,TREYBXA128F1451E02,"['pop rock', 'rock']"
349,TRCTNIW128F9300B00,"['soul blues', 'sentimental', 'pop rock', 'amiable good natured', 'regional blues', 'blues', 'boisterous', 'reflective', 'gritty', 'electric blues', 'modern delta blues']"
353,TRKTNAD128F1499B6A,"['reggae', 'hip hop']"
355,TRWMNMO128F4241958,"['bubblegum', 'energetic', 'sophisticated', 'giddy', 'sentimental', 'witty', 'classic rock', 'rowdy', 'bright', 'pop rock', 'rollicking', 'amiable good natured', 'confident', 'sweet', 'laid back mellow', 'earnest', 'happy', 'am pop', 'cynical sarcastic', 'gentle', 'whimsical', 'humorous', 'melancholy', 'freewheeling', 'somber', 'lively', 'brooding', 'fun', 'pop', 'joyous', 'summer', 'celebratory', '60s', 'playful', 'summery', 'good times', 'rock', 'cheerful', 'rambunctious', 'bittersweet', 'carefree', 'theatrical']"
362,TRDPTMD128F429DA6E,"['acid jazz', 'funk', 'jazz funk', '70s']"
366,TRIBHZN128F425E676,"['funky', 'soul', 'jazz', 'alternative', 'funk', 'pop', 'metal', 'rock', 'motown', 'acoustic']"
370,TRFSXDV128F92F0109,"['contemporary christian', 'ccm', 'classic country', '60s', 'country', 'country pop']"
376,TRDRJCG12903CFCEC9,"['house', 'dance']"
381,TRQVVKW128F426E054,"['pop rock', '90s', 'rock nroll', 'dutch', 'garage rock']"
384,TRTBBMH128F147B78B,"['energetic', 'exciting', 'rap', 'rollicking', 'electronic', 'hip hop', 'trippy', 'fractured', 'chillout', 'whimsical', 'quirky', 'breakbeat', 'freewheeling', 'lively', 'fun', 'hanging out', 'experimental', 'celebratory', 'underground rap', 'playful', 'partying', 'turntablism']"
386,TRWCEFT128F4288434,"['classic rock', 'oldies']"
387,TRDHDIF128F149CADA,"['pop rock', 'earnest', 'melancholy', 'british folk rock', 'autumnal', 'reflective', 'folk', 'british folk', 'bittersweet']"
395,TRGJTUW128F428B2BA,"['progressive rock', 'sophisticated', 'alternative indie rock', 'detached', 'exuberant', 'pop rock', 'confident', 'electronic', 'trippy', 'quirky', 'hypnotic', 'jazz', 'freewheeling', 'jazz rock', 'fun', 'instrumental', 'rousing', 'progressive metal', 'fusion', 'ethereal', 'prog rock', 'complex', 'at the office', 'late night', 'reflective', 'clinical', 'restrained', 'nocturnal', 'tense anxious', 'rock', 'volatile', 'the creative side', 'instrumental rock', 'cerebral', 'post rock']"
397,TRMQIMS12903CD42AC,['electronic']
402,TROHBCJ128F14A2186,"['alternative indie rock', 'poignant', 'american trad rock', 'pop rock', 'messy', 'grunge', 'amiable good natured', 'earnest', 'melancholy', 'brooding', 'wistful', 'alternative pop rock', 'rock', 'acoustic']"
408,TRCRNXI128F145FE5A,"['sentimental', 'classic rock', 'pop rock', 'album rock', 'blues', 'prog rock', 'dreamy']"
410,TRMZCDU128F14773F5,"['confrontational', 'sentimental', 'greasy', 'exuberant', 'classic rock', 'bravado', 'pop rock', 'yearning', 'passionate', 'album rock', 'swaggering', 'heartland rock', 'earnest', 'soft rock', 'freewheeling', 'brash', 'earthy', 'contemporary pop rock', 'lively', 'dramatic', 'rousing', 'boisterous', 'reflective', 'street smart', 'celebratory', 'roots rock', 'gritty', 'summery', 'rock']"
412,TRLULJG128F4233B21,"['dancehall', 'reggae']"
